mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
260.27492809295654,25.486010942625136,0.5252751111984253,0.25388896499741526,100.0,{'model__C': 100},0.5721105019159485,0.5675599065895996,0.5735678883244388,0.5632678590380834,0.5691265389670176,0.0040437633001614,1
185.50231397151947,12.191727759154364,0.7013509273529053,0.0179649890348921,10.0,{'model__C': 10},0.5765335331139576,0.5638069776714191,0.5696453337750536,0.5633859587013434,0.5683429508154434,0.005336868532781565,2
99.03973138332367,2.47270754915816,0.5811460018157959,0.3001787694603982,1.0,{'model__C': 1},0.5698454889821297,0.5616150040484248,0.5605888330416476,0.5701145164120197,0.5655409606210554,0.004454859132376377,3
266.39630633592606,34.62591293948435,0.7147157788276672,0.025364849781471473,10000.0,{'model__C': 10000},0.5725896897104635,0.5595338341215137,0.5745839984547724,0.5540772598066273,0.5651961955233442,0.008638397830207326,4
315.77536845207214,36.52974915302274,0.4707390069961548,0.15518583346417403,inf,{'model__C': inf},0.5723405020544873,0.5560183748948131,0.5733425089401611,0.5573166596029884,0.5647545113731125,0.008107753640055773,5
332.0942823290825,20.350732644592675,0.7212445139884949,0.04692480775082641,1000.0,{'model__C': 1000},0.5710148382975733,0.5546383903790281,0.5727855218073372,0.5533396242905722,0.5629445936936277,0.00898917633662576,6
47.15031278133392,0.9836383008714162,0.6868717074394226,0.031176732596445652,0.1,{'model__C': 0.1},0.5361843274261558,0.5281801125784529,0.5251754541484198,0.53182607254611,0.5303414916747846,0.004114067734702368,7
22.579536080360413,1.683995760581656,0.6374173164367676,0.08402818062982652,0.01,{'model__C': 0.01},0.4551281166020294,0.45335496986362933,0.44256238280256777,0.4528666026014759,0.4509780179674256,0.004931097396669665,8
11.618766486644745,0.24723456363444202,0.5350754857063293,0.060688880690655124,0.001,{'model__C': 0.001},0.3264282511995257,0.32747673533512206,0.3235720187627716,0.33079162652972194,0.3270671579567853,0.0025818413782434787,9
4.935659408569336,0.057460760680034376,0.4755644202232361,0.053948699902300105,0.0001,{'model__C': 0.0001},0.25682280135127344,0.2689178380527161,0.24785540038072135,0.2702175248311776,0.2609533911539721,0.009190698036688587,10
8.590255796909332,0.12536474338754405,0.5583887696266174,0.03255663820104385,1e-05,{'model__C': 1e-05},0.24953398240550367,0.2598951017184098,0.2447341656624481,0.2530512117356842,0.25180361538051144,0.005526232916266388,11
