mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_leaf_nodes,param_model__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
3.0676589608192444,0.06996947096972485,0.30444371700286865,0.030365347503290886,entropy,,3,"{'model__criterion': 'entropy', 'model__max_leaf_nodes': None, 'model__min_samples_leaf': 3}",0.7264650062708569,0.7270209819919511,0.7161902814681386,0.7210622675144548,0.7226846343113503,0.004413156926596782,1,0.8355091281897055,0.8334848408589653,0.8343471311877231,0.8305322923041244,0.8334683481351296,0.0018410417388939984
3.356084942817688,0.11248794183896062,0.33603620529174805,0.07572609906395301,gini,,3,"{'model__criterion': 'gini', 'model__max_leaf_nodes': None, 'model__min_samples_leaf': 3}",0.7199873929898764,0.7185719833989649,0.7124264767513107,0.7195878925579848,0.7176434364245341,0.0030558922490366643,2,0.8361116589321973,0.8320441702403708,0.829486076210444,0.8327842055196717,0.8326065277256709,0.0023648984002278524
3.179338037967682,0.1362657740504489,0.3092367649078369,0.05663063803907783,entropy,,5,"{'model__criterion': 'entropy', 'model__max_leaf_nodes': None, 'model__min_samples_leaf': 5}",0.7021894413381234,0.700878172082905,0.6953630257607805,0.6996478357003616,0.6995196187205426,0.002562582909624125,3,0.7882274771798954,0.7856999891751206,0.7848967356202647,0.7868909051035754,0.786428776769714,0.001257693047228059
4.907707631587982,0.35039775741126117,0.4602344036102295,0.07772113915304033,gini,3200,3,"{'model__criterion': 'gini', 'model__max_leaf_nodes': 3200, 'model__min_samples_leaf': 3}",0.6979135372741703,0.6958841726718944,0.6907214629112866,0.6983237458021091,0.6957107296648651,0.0030250239632175586,4,0.7794605125385752,0.7770594321833114,0.7788562442323474,0.7814856500898408,0.7792154597610188,0.0015804513362279297
3.3134055733680725,0.07173843207856957,0.32063156366348267,0.0137309771019775,gini,,5,"{'model__criterion': 'gini', 'model__max_leaf_nodes': None, 'model__min_samples_leaf': 5}",0.7018033211317527,0.6939581411342776,0.6881390781884678,0.69467379815999,0.694643584653622,0.0048487414982056705,5,0.7846949666730355,0.7851525456537617,0.784172556271628,0.7853390474190376,0.7848397790043656,0.00045090151731023265
4.009468197822571,0.1338371405098416,0.33917301893234253,0.05477352339277875,entropy,3200,3,"{'model__criterion': 'entropy', 'model__max_leaf_nodes': 3200, 'model__min_samples_leaf': 3}",0.6883891746169655,0.6901012263978623,0.6823922777585599,0.6862821059729152,0.6867911961865757,0.0028774768133558747,6,0.7701298330339603,0.7691064690164925,0.7675930118770253,0.7683748643128009,0.7688010445600698,0.0009354057239229401
5.026078402996063,0.19185205901103242,0.41541343927383423,0.0620614982252349,gini,3200,5,"{'model__criterion': 'gini', 'model__max_leaf_nodes': 3200, 'model__min_samples_leaf': 5}",0.6904455756076504,0.6798676594342292,0.6756030685584333,0.6836690254989315,0.6823963322748111,0.005453271598979167,7,0.7599282283500384,0.759802984735271,0.7603713081655773,0.7601498716439243,0.7600630982237028,0.00021700916133521837
2.9289276003837585,0.17606023916970565,0.2739935517311096,0.03661441790689608,entropy,,7,"{'model__criterion': 'entropy', 'model__max_leaf_nodes': None, 'model__min_samples_leaf': 7}",0.6843700683220543,0.6839476896400208,0.6773290979135389,0.68086667039678,0.6816283815680985,0.002826662344540618,8,0.7562438317637132,0.7534992793940697,0.7517876916243837,0.7546713903620021,0.7540505482860422,0.0016294443039864583
4.183509826660156,0.26916462823399406,0.38285988569259644,0.016413610716803893,gini,1600,3,"{'model__criterion': 'gini', 'model__max_leaf_nodes': 1600, 'model__min_samples_leaf': 3}",0.6868520163100008,0.6820565543966053,0.6748795899545453,0.67704939225432,0.6802093882288679,0.004634890907012259,9,0.7478750818063473,0.741819184534761,0.7411198679752105,0.7415269382588682,0.7430852681437967,0.0027765298701781307
4.055793583393097,0.048080983770072146,0.3013917803764343,0.014029911607267721,entropy,3200,5,"{'model__criterion': 'entropy', 'model__max_leaf_nodes': 3200, 'model__min_samples_leaf': 5}",0.6844296843200517,0.6793452905775347,0.6733634955598342,0.6764337597875185,0.6783930575612348,0.004076853935163055,10,0.7549527933429632,0.7514465732483186,0.7498589214263521,0.7531070071160008,0.7523413237834087,0.001895319511893234
