feature,importance,importance_norm
network_time-delta_std_deviation,6.42237061870912,1.0
network_fragmented-packets,5.856222733940687,0.9114742710511983
network_ports_src_count,5.836442652476683,0.9083813580908614
device_type_iot,5.253268863815579,0.8171933732303779
network_tcp-flags-psh_count,4.371136783025245,0.6792587671282485
network_ports_src_has_80,4.293539744482564,0.6671253041478669
network_time-delta_min,3.731157092186381,0.5791883258739953
network_packets_src_count,3.57774760508977,0.5552004473739386
network_protocols_dst_has_icmp,3.151558874367873,0.48855943524271367
network_ports_dst_has_23,3.0565605799540765,0.47370502442863105
network_protocols_src_has_dns,2.9157547689568335,0.45168792007460423
network_tcp-flags-fin_count,2.8044730342088404,0.43428734868276253
network_tcp-flags-syn_count,2.609412843702996,0.4037867568444924
network_ports_src_has_22,2.437868155572414,0.3769631671559676
network_protocols_src_has_nbns,2.379927568130711,0.3679032856709445
network_ports_dst_has_80,2.281106027201781,0.3524510528145847
network_protocols_src_has_icmp,2.2152775241297666,0.3421577771937775
network_protocols_dst_has_nbns,2.2002990730195555,0.3398156712904802
device_type_infra,2.182131317710926,0.3369748697519957
network_tcp-flags-urg_count,2.181295492686407,0.33684417594997
network_protocols_dst_has_mqtt,2.171188722491797,0.3352638305616589
network_mss_std_deviation,2.0642496819735205,0.3185423046676992
network_mss_min,1.9632710426729272,0.3027527770675043
network_packet-size_std_deviation,1.9117817261958405,0.2947016487371847
network_protocols_dst_has_ipdc,1.8700540675607107,0.2881769022930422
network_protocols_dst_has_rtsp,1.8268762746811267,0.28142540556948037
network_protocols_src_has_data-text-lines,1.7798891609710745,0.2740782642936917
network_protocols_dst_has_telnet,1.7739689734475865,0.27315255401528143
network_ports_src_has_8000,1.7709221113031302,0.2726761313356227
network_protocols_src_has_telnet,1.7176613850807487,0.2643480164737127
network_ports_dst_has_6668,1.6665358517057642,0.25635377109775764
network_protocols_src_has_http,1.6240301933255852,0.2497073727029404
network_protocols_dst_has_ntp,1.5608644409512595,0.23983045816527707
network_protocols_dst_has_rtcp,1.546312176903331,0.2375549930132254
network_ports_dst_has_554,1.5348386309007274,0.23576093168961287
network_ports_dst_has_443,1.5009856596175428,0.23046751094115853
network_window-size_min,1.4011417172351686,0.21485541025453833
network_interval-packets,1.322471116385952,0.202554079675752
network_ports_dst_has_22,1.2956025379317058,0.19835277369639098
network_ports_dst_has_9595,1.2945295745137566,0.19818499974321582
network_protocols_src_has_ntp,1.289215822326428,0.19735411474215475
network_ip-flags_min,1.239544065141219,0.18958718911849537
network_protocols_src_has_json,1.227035831393768,0.18763133881834274
network_ip-flags_avg,1.2248228244554678,0.1872853019300094
network_payload-length_min,1.2152688496102075,0.18579139440109385
network_protocols_dst_has_data,1.145976600066428,0.17495650997178194
network_protocols_src_has_data,1.1009168798280338,0.1679107456270746
network_protocols_src_has_mqtt,1.013093505116509,0.15417824132166422
network_packet-size_min,0.9609177580303834,0.14601977925103965
network_protocols_src_has_lldp,0.9041259460806929,0.1371395260761541
network_protocols_dst_has_http,0.8465752770924075,0.1281406142003939
network_protocols_dst_has_dns,0.7927465143034755,0.11972367828575842
network_protocols_src_has_tcp,0.7589631823692291,0.11444114669593936
network_protocols_src_has_arp,0.7291316312251407,0.1097765354137051
network_protocols_src_has_mdns,0.718337941353133,0.10808877981190222
network_protocols_dst_has_ssdp,0.6859118446972087,0.10301847235221062
network_protocols_dst_has_arp,0.6773794142719437,0.10168429864349764
network_protocols_dst_has_data-text-lines,0.6034638625707127,0.09012649145027511
network_protocols_src_has_dhcpv6,0.5450219208205164,0.08098821568556805
network_protocols_src_has_tls,0.514220415834158,0.07617193754517931
network_protocols_src_has_xml,0.5104845279871496,0.0755877753433499
network_protocols_dst_has_lbtrm,0.4916073440524325,0.07263604397901749
network_protocols_src_has_ssdp,0.4861022579880402,0.07177524105121788
network_protocols_src_has_igmp,0.44833407901696204,0.06586961874927987
network_header-length_std_deviation,0.44673191195299206,0.06561909585402305
network_protocols_dst_has_tls,0.3699235039084724,0.0536089471023073
network_protocols_dst_has_udp,0.3576060862666922,0.051682933767555686
network_protocols_dst_has_ssh,0.31788913152928644,0.04547259109146582
network_ports_dst_has_557,0.24312846369234067,0.03378263729137017
network_protocols_src_has_rtcp,0.20825373094322946,0.02832944878432047
network_protocols_dst_has_daytime,0.19260973135427112,0.02588327437557258
network_protocols_dst_has_hcrt,0.175583701935058,0.02322099883592965
network_protocols_dst_has_rpc,0.16174134011201458,0.02105653756401445
network_protocols_dst_has_c1222,0.15467699153272185,0.019951920511906036
network_protocols_dst_has_ncp,0.14877916386255277,0.019029706532550296
network_protocols_dst_has_snmp,0.12001975139195463,0.014532740242302111
network_protocols_dst_has_discard,0.0991254261349788,0.011265598521859745
network_protocols_dst_has_chargen,0.08390220863288875,0.00888521971523417
network_protocols_dst_has_time,0.06194860999197092,0.005452444684145622
network_protocols_dst_has_nbss,0.05632745009725568,0.004573491868803085
network_protocols_dst_has_ftp,0.027078634207516047,0.0
